gutenberg_id,text
42671,"compassion on my nerves. You tear them to pieces."""
42671,
42671,"""Kitty has no discretion in her coughs,"" said her father; ""she times"
42671,"them ill."""
42671,
42671,"""I do not cough for my own amusement,"" replied Kitty fretfully."
42671,
42671,"""When is your next ball to be, Lizzy?"""
42671,
42671,"""To-morrow fortnight."""
42671,
42671,"""Aye, so it is,"" cried her mother, ""and Mrs. Long does not come back"
42671,"till the day before; so, it will be impossible for her to introduce him,"
42671,"for she will not know him herself."""
42671,
42671,"""Then, my dear, you may have the advantage of your friend, and introduce"
42671,"Mr. Bingley to _her_."""
42671,
42671,"""Impossible, Mr. Bennet, impossible, when I am not acquainted with him"
42671,"myself; how can you be so teazing?"""
42671,
42671,"""I honour your circumspection. A fortnight's acquaintance is certainly"
42671,very little. One cannot know what a man really is by the end of a
42671,"fortnight. But if _we_ do not venture, somebody else will; and after"
42671,"all, Mrs. Long and her nieces must stand their chance; and therefore, as"
42671,"she will think it an act of kindness, if you decline the office, I will"
42671,"take it on myself."""
42671,
42671,"The girls stared at their father. Mrs. Bennet said only, ""Nonsense,"
42671,"nonsense!"""
42671,
42671,"""What can be the meaning of that emphatic exclamation?"" cried he. ""Do"
42671,"you consider the forms of introduction, and the stress that is laid on"
42671,"them, as nonsense? I cannot quite agree with you _there_. What say you,"
42671,"Mary? for you are a young lady of deep reflection I know, and read great"
42671,"books, and make extracts."""
42671,
42671,"Mary wished to say something very sensible, but knew not how."
42671,
42671,"""While Mary is adjusting her ideas,"" he continued, ""let us return to Mr."
42671,"Bingley."""
42671,
42671,"""I am sick of Mr. Bingley,"" cried his wife."
42671,
42671,"""I am sorry to hear _that_; but why did not you tell me so before? If I"
42671,"had known as much this morning, I certainly would not have called on"
42671,"him. It is very unlucky; but as I have actually paid the visit, we"
42671,"cannot escape the acquaintance now."""
42671,
42671,The astonishment of the ladies was just what he wished; that of Mrs.
42671,Bennet perhaps surpassing the rest; though when the first tumult of joy
42671,"was over, she began to declare that it was what she had expected all the"
42671,while.
42671,
42671,"""How good it was in you, my dear Mr. Bennet! But I knew I should"
42671,persuade you at last. I was sure you loved your girls too well to
42671,"neglect such an acquaintance. Well, how pleased I am! and it is such a"
42671,"good joke, too, that you should have gone this morning, and never said"
42671,"a word about it till now."""
42671,
42671,"""Now, Kitty, you may cough as much as you chuse,"" said Mr. Bennet; and,"
42671,"as he spoke, he left the room, fatigued with the raptures of his wife."
42671,
42671,"""What an excellent father you have, girls,"" said she, when the door was"
42671,"shut. ""I do not know how you will ever make him amends for his kindness;"
42671,"or me either, for that matter. At our time of life, it is not so"
42671,"pleasant I can tell you, to be making new acquaintance every day; but"
42671,"for your sakes, we would do any thing. Lydia, my love, though you _are_"
42671,"the youngest, I dare say Mr. Bingley will dance with you at the next"
42671,"ball."""
42671,
42671,"""Oh!"" said Lydia stoutly, ""I am not afraid; for though I _am_ the"
42671,"youngest, I'm the tallest."""
42671,
42671,The rest of the evening was spent in conjecturing how soon he would
42671,"return Mr. Bennet's visit, and determining when they should ask him to"
42671,dinner.
42671,
42671,
42671,
42671,
42671,CHAPTER III.
42671,
42671,
42671,"Not all that Mrs. Bennet, however, with the assistance of her five"
42671,"daughters, could ask on the subject was sufficient to draw from her"
42671,husband any satisfactory description of Mr. Bingley. They attacked him
42671,"in various ways; with barefaced questions, ingenious suppositions, and"
42671,distant surmises; but he eluded the skill of them all; and they were at
42671,last obliged to accept the second-hand intelligence of their neighbour
42671,Lady Lucas. Her report was highly favourable. Sir William had been
42671,"delighted with him. He was quite young, wonderfully handsome, extremely"
42671,"agreeable, and to crown the whole, he meant to be at the next assembly"
42671,with a large party. Nothing could be more delightful! To be fond of
42671,dancing was a certain step towards falling in love; and very lively
42671,hopes of Mr. Bingley's heart were entertained.
42671,
42671,"""If I can but see one of my daughters happily settled at Netherfield,"""
42671,"said Mrs. Bennet to her husband, ""and all the others equally well"
42671,"married, I shall have nothing to wish for."""
42671,
42671,"In a few days Mr. Bingley returned Mr. Bennet's visit, and sat about ten"
42671,minutes with him in his library. He had entertained hopes of being
42671,"admitted to a sight of the young ladies, of whose beauty he had heard"
42671,much; but he saw only the father. The ladies were somewhat more
42671,"fortunate, for they had the advantage of ascertaining from an upper"
42671,"window, that he wore a blue coat and rode a black horse."
42671,
42671,An invitation to dinner was soon afterwards dispatched; and already had
42671,Mrs. Bennet planned the courses that were to do credit to her
42671,"housekeeping, when an answer arrived which deferred it all. Mr. Bingley"
42671,"was obliged to be in town the following day, and consequently unable to"
42671,"accept the honour of their invitation, &c. Mrs. Bennet was quite"
42671,disconcerted. She could not imagine what business he could have in town
42671,so soon after his arrival in Hertfordshire; and she began to fear that
42671,"he might be always flying about from one place to another, and never"
42671,settled at Netherfield as he ought to be. Lady Lucas quieted her fears a
42671,little by starting the idea of his being gone to London only to get a
42671,large party for the ball; and a report soon followed that Mr. Bingley
42671,was to bring twelve ladies and seven gentlemen with him to the assembly.
42671,The girls grieved over such a number of ladies; but were comforted the
42671,"day before the ball by hearing, that instead of twelve, he had brought"
42671,"only six with him from London, his five sisters and a cousin. And when"
42671,"the party entered the assembly room, it consisted of only five"
42671,"altogether; Mr. Bingley, his two sisters, the husband of the eldest, and"
42671,another young man.
42671,
42671,Mr. Bingley was good looking and gentleman-like; he had a pleasant
42671,"countenance, and easy, unaffected manners. His sisters were fine women,"
42671,"with an air of decided fashion. His brother-in-law, Mr. Hurst, merely"
42671,looked the gentleman; but his friend Mr. Darcy soon drew the attention
42671,"of the room by his fine, tall person, handsome features, noble mien; and"
42671,the report which was in general circulation within five minutes after
42671,"his entrance, of his having ten thousand a year. The gentlemen"
42671,"pronounced him to be a fine figure of a man, the ladies declared he was"
42671,"much handsomer than Mr. Bingley, and he was looked at with great"
42671,"admiration for about half the evening, till his manners gave a disgust"
42671,which turned the tide of his popularity; for he was discovered to be
42671,"proud, to be above his company, and above being pleased; and not all his"
42671,large estate in Derbyshire could then save him from having a most
42671,"forbidding, disagreeable countenance, and being unworthy to be compared"
42671,with his friend.
42671,
42671,Mr. Bingley had soon made himself acquainted with all the principal
42671,"people in the room; he was lively and unreserved, danced every dance,"
42671,"was angry that the ball closed so early, and talked of giving one"
42671,himself at Netherfield. Such amiable qualities must speak for
42671,themselves. What a contrast between him and his friend! Mr. Darcy danced
42671,"only once with Mrs. Hurst and once with Miss Bingley, declined being"
42671,"introduced to any other lady, and spent the rest of the evening in"
42671,"walking about the room, speaking occasionally to one of his own party."
42671,"His character was decided. He was the proudest, most disagreeable man in"
42671,"the world, and every body hoped that he would never come there again."
42671,"Amongst the most violent against him was Mrs. Bennet, whose dislike of"
42671,"his general behaviour, was sharpened into particular resentment, by his"
42671,having slighted one of her daughters.
42671,
42671,"Elizabeth Bennet had been obliged, by the scarcity of gentlemen, to sit"
42671,"down for two dances; and during part of that time, Mr. Darcy had been"
42671,standing near enough for her to overhear a conversation between him and
42671,"Mr. Bingley, who came from the dance for a few minutes, to press his"
42671,friend to join it.
42671,
42671,"""Come, Darcy,"" said he, ""I must have you dance. I hate to see you"
42671,standing about by yourself in this stupid manner. You had much better
42671,"dance."""
42671,
42671,"""I certainly shall not. You know how I detest it, unless I am"
42671,"particularly acquainted with my partner. At such an assembly as this, it"
42671,"would be insupportable. Your sisters are engaged, and there is not"
42671,"another woman in the room, whom it would not be a punishment to me to"
42671,"stand up with."""
42671,
42671,"""I would not be so fastidious as you are,"" cried Bingley, ""for a"
42671,"kingdom! Upon my honour, I never met with so many pleasant girls in my"
42671,"life, as I have this evening; and there are several of them you see"
42671,"uncommonly pretty."""
42671,
42671,"""_You_ are dancing with the only handsome girl in the room,"" said Mr."
42671,"Darcy, looking at the eldest Miss Bennet."
42671,
42671,"""Oh! she is the most beautiful creature I ever beheld! But there is one"
42671,"of her sisters sitting down just behind you, who is very pretty, and I"
42671,"dare say, very agreeable. Do let me ask my partner to introduce you."""
42671,
42671,"""Which do you mean?"" and turning round, he looked for a moment at"
42671,"Elizabeth, till catching her eye, he withdrew his own and coldly said,"
42671,"""She is tolerable; but not handsome enough to tempt _me_; and I am in no"
42671,humour at present to give consequence to young ladies who are slighted
42671,by other men. You had better return to your partner and enjoy her
42671,"smiles, for you are wasting your time with me."""
42671,
42671,Mr. Bingley followed his advice. Mr. Darcy walked off; and Elizabeth
42671,remained with no very cordial feelings towards him. She told the story
42671,"however with great spirit among her friends; for she had a lively,"
42671,"playful disposition, which delighted in any thing ridiculous."
42671,
42671,The evening altogether passed off pleasantly to the whole family. Mrs.
42671,Bennet had seen her eldest daughter much admired by the Netherfield
42671,"party. Mr. Bingley had danced with her twice, and she had been"
42671,"distinguished by his sisters. Jane was as much gratified by this, as her"
42671,"mother could be, though in a quieter way. Elizabeth felt Jane's"
42671,pleasure. Mary had heard herself mentioned to Miss Bingley as the most
42671,accomplished girl in the neighbourhood; and Catherine and Lydia had been
42671,"fortunate enough to be never without partners, which was all that they"
42671,had yet learnt to care for at a ball. They returned therefore in good
42671,"spirits to Longbourn, the village where they lived, and of which they"
42671,were the principal inhabitants. They found Mr. Bennet still up. With a
42671,book he was regardless of time; and on the present occasion he had a
42671,good deal of curiosity as to the event of an evening which had raised
42671,such splendid expectations. He had rather hoped that all his wife's
42671,views on the stranger would be disappointed; but he soon found that he
42671,had a very different story to hear.
42671,
42671,"""Oh! my dear Mr. Bennet,"" as she entered the room, ""we have had a most"
42671,"delightful evening, a most excellent ball. I wish you had been there."
42671,"Jane was so admired, nothing could be like it. Every body said how well"
42671,"she looked; and Mr. Bingley thought her quite beautiful, and danced with"
42671,her twice. Only think of _that_ my dear; he actually danced with her
42671,twice; and she was the only creature in the room that he asked a second
42671,"time. First of all, he asked Miss Lucas. I was so vexed to see him stand"
42671,"up with her; but, however, he did not admire her at all: indeed, nobody"
42671,"can, you know; and he seemed quite struck with Jane as she was going"
42671,"down the dance. So, he enquired who she was, and got introduced, and"
42671,"asked her for the two next. Then, the two third he danced with Miss"
42671,"King, and the two fourth with Maria Lucas, and the two fifth with Jane"
42671,"again, and the two sixth with Lizzy, and the Boulanger----"""
42671,
42671,"""If he had had any compassion for _me_,"" cried her husband impatiently,"
42671,"""he would not have danced half so much! For God's sake, say no more of"
42671,"his partners. Oh! that he had sprained his ancle in the first dance!"""
42671,
42671,"""Oh! my dear,"" continued Mrs. Bennet, ""I am quite delighted with him. He"
42671,is so excessively handsome! and his sisters are charming women. I never
42671,in my life saw any thing more elegant than their dresses. I dare say the
42671,"lace upon Mrs. Hurst's gown----"""
42671,
42671,Here she was interrupted again. Mr. Bennet protested against any
42671,description of finery. She was therefore obliged to seek another branch
42671,"of the subject, and related, with much bitterness of spirit and some"
42671,"exaggeration, the shocking rudeness of Mr. Darcy."
42671,
42671,"""But I can assure you,"" she added, ""that Lizzy does not lose much by not"
42671,"suiting _his_ fancy; for he is a most disagreeable, horrid man, not at"
42671,all worth pleasing. So high and so conceited that there was no enduring
42671,"him! He walked here, and he walked there, fancying himself so very"
42671,"great! Not handsome enough to dance with! I wish you had been there, my"
42671,"dear, to have given him one of your set downs. I quite detest the man."""
42671,
42671,
42671,
42671,
42671,CHAPTER IV.
42671,
42671,
42671,"When Jane and Elizabeth were alone, the former, who had been cautious in"
42671,"her praise of Mr. Bingley before, expressed to her sister how very much"
42671,she admired him.
42671,
42671,"""He is just what a young man ought to be,"" said she, ""sensible, good"
42671,"humoured, lively; and I never saw such happy manners!--so much ease,"
42671,"with such perfect good breeding!"""
42671,
42671,"""He is also handsome,"" replied Elizabeth, ""which a young man ought"
42671,"likewise to be, if he possibly can. His character is thereby complete."""
42671,
42671,"""I was very much flattered by his asking me to dance a second time. I"
42671,"did not expect such a compliment."""
42671,
42671,"""Did not you? _I_ did for you. But that is one great difference between"
42671,"us. Compliments always take _you_ by surprise, and _me_ never. What"
42671,could be more natural than his asking you again? He could not help
42671,seeing that you were about five times as pretty as every other woman in
42671,"the room. No thanks to his gallantry for that. Well, he certainly is"
42671,"very agreeable, and I give you leave to like him. You have liked many a"
42671,"stupider person."""
42671,
42671,"""Dear Lizzy!"""
42671,
42671,"""Oh! you are a great deal too apt you know, to like people in general."
42671,You never see a fault in any body. All the world are good and agreeable
42671,"in your eyes. I never heard you speak ill of a human being in my life."""
42671,
42671,"""I would wish not to be hasty in censuring any one; but I always speak"
42671,"what I think."""
42671,
42671,"""I know you do; and it is _that_ which makes the wonder. With _your_"
42671,"good sense, to be so honestly blind to the follies and nonsense of"
42671,others! Affectation of candour is common enough;--one meets it every
42671,where. But to be candid without ostentation or design--to take the good
42671,"of every body's character and make it still better, and say nothing of"
42671,"the bad--belongs to you alone. And so, you like this man's sisters too,"
42671,"do you? Their manners are not equal to his."""
42671,
42671,"""Certainly not; at first. But they are very pleasing women when you"
42671,converse with them. Miss Bingley is to live with her brother and keep
42671,his house; and I am much mistaken if we shall not find a very charming
42671,"neighbour in her."""
42671,
42671,"Elizabeth listened in silence, but was not convinced; their behaviour at"
42671,the assembly had not been calculated to please in general; and with more
42671,"quickness of observation and less pliancy of temper than her sister, and"
42671,"with a judgment too unassailed by any attention to herself, she was very"
42671,little disposed to approve them. They were in fact very fine ladies; not
42671,"deficient in good humour when they were pleased, nor in the power of"
42671,being agreeable where they chose it; but proud and conceited. They were
42671,"rather handsome, had been educated in one of the first private"
42671,"seminaries in town, had a fortune of twenty thousand pounds, were in the"
42671,"habit of spending more than they ought, and of associating with people"
42671,of rank; and were therefore in every respect entitled to think well of
42671,"themselves, and meanly of others. They were of a respectable family in"
42671,the north of England; a circumstance more deeply impressed on their
42671,memories than that their brother's fortune and their own had been
42671,acquired by trade.
42671,
42671,Mr. Bingley inherited property to the amount of nearly an hundred
42671,"thousand pounds from his father, who had intended to purchase an estate,"
42671,"but did not live to do it.--Mr. Bingley intended it likewise, and"
42671,sometimes made choice of his county; but as he was now provided with a
42671,"good house and the liberty of a manor, it was doubtful to many of those"
42671,"who best knew the easiness of his temper, whether he might not spend the"
42671,"remainder of his days at Netherfield, and leave the next generation to"
42671,purchase.
42671,
42671,His sisters were very anxious for his having an estate of his own; but
42671,"though he was now established only as a tenant, Miss Bingley was by no"
42671,"means unwilling to preside at his table, nor was Mrs. Hurst, who had"
42671,"married a man of more fashion than fortune, less disposed to consider"
42671,his house as her home when it suited her. Mr. Bingley had not been of
42671,"age two years, when he was tempted by an accidental recommendation to"
42671,look at Netherfield House. He did look at it and into it for half an
42671,"hour, was pleased with the situation and the principal rooms, satisfied"
42671,"with what the owner said in its praise, and took it immediately."
42671,
42671,"Between him and Darcy there was a very steady friendship, in spite of a"
42671,great opposition of character.--Bingley was endeared to Darcy by the
42671,"easiness, openness, ductility of his temper, though no disposition could"
42671,"offer a greater contrast to his own, and though with his own he never"
42671,appeared dissatisfied. On the strength of Darcy's regard Bingley had the
42671,"firmest reliance, and of his judgment the highest opinion. In"
42671,"understanding Darcy was the superior. Bingley was by no means deficient,"
42671,"but Darcy was clever. He was at the same time haughty, reserved, and"
42671,"fastidious, and his manners, though well bred, were not inviting. In"
42671,that respect his friend had greatly the advantage. Bingley was sure of
42671,"being liked wherever he appeared, Darcy was continually giving offence."
42671,
42671,The manner in which they spoke of the Meryton assembly was sufficiently
42671,characteristic. Bingley had never met with pleasanter people or prettier
42671,"girls in his life; every body had been most kind and attentive to him,"
42671,"there had been no formality, no stiffness, he had soon felt acquainted"
42671,"with all the room; and as to Miss Bennet, he could not conceive an angel"
42671,"more beautiful. Darcy, on the contrary, had seen a collection of people"
42671,"in whom there was little beauty and no fashion, for none of whom he had"
42671,"felt the smallest interest, and from none received either attention or"
42671,"pleasure. Miss Bennet he acknowledged to be pretty, but she smiled too"
42671,much.
42671,
42671,Mrs. Hurst and her sister allowed it to be so--but still they admired
42671,"her and liked her, and pronounced her to be a sweet girl, and one whom"
42671,they should not object to know more of. Miss Bennet was therefore
42671,"established as a sweet girl, and their brother felt authorised by such"
42671,commendation to think of her as he chose.
42671,
42671,
42671,
42671,
42671,CHAPTER V.
42671,
42671,
42671,Within a short walk of Longbourn lived a family with whom the Bennets
42671,were particularly intimate. Sir William Lucas had been formerly in trade
42671,"in Meryton, where he had made a tolerable fortune and risen to the"
42671,"honour of knighthood by an address to the King, during his mayoralty."
42671,The distinction had perhaps been felt too strongly. It had given him a
42671,disgust to his business and to his residence in a small market town; and
42671,"quitting them both, he had removed with his family to a house about a"
42671,"mile from Meryton, denominated from that period Lucas Lodge, where he"
42671,"could think with pleasure of his own importance, and unshackled by"
42671,"business, occupy himself solely in being civil to all the world. For"
42671,"though elated by his rank, it did not render him supercilious; on the"
42671,"contrary, he was all attention to every body. By nature inoffensive,"
42671,"friendly and obliging, his presentation at St. James's had made him"
42671,courteous.
42671,
42671,"Lady Lucas was a very good kind of woman, not too clever to be a"
42671,valuable neighbour to Mrs. Bennet.--They had several children. The
42671,"eldest of them, a sensible, intelligent young woman, about twenty-seven,"
42671,was Elizabeth's intimate friend.
42671,
42671,That the Miss Lucases and the Miss Bennets should meet to talk over a
42671,ball was absolutely necessary; and the morning after the assembly
42671,brought the former to Longbourn to hear and to communicate.
42671,
42671,"""_You_ began the evening well, Charlotte,"" said Mrs. Bennet with civil"
42671,"self-command to Miss Lucas. ""_You_ were Mr. Bingley's first choice."""
42671,
42671,"""Yes;--but he seemed to like his second better."""
42671,
42671,"""Oh!--you mean Jane, I suppose--because he danced with her twice. To be"
42671,sure that _did_ seem as if he admired her--indeed I rather believe he
42671,_did_--I heard something about it--but I hardly know what--something
42671,"about Mr. Robinson."""
42671,
42671,"""Perhaps you mean what I overheard between him and Mr. Robinson; did not"
42671,I mention it to you? Mr. Robinson's asking him how he liked our Meryton
42671,"assemblies, and whether he did not think there were a great many pretty"
42671,"women in the room, and _which_ he thought the prettiest? and his"
42671,answering immediately to the last question--Oh! the eldest Miss Bennet
42671,"beyond a doubt, there cannot be two opinions on that point."""
42671,
42671,"""Upon my word!--Well, that was very decided indeed--that does seem as"
42671,"if----but however, it may all come to nothing you know."""
42671,
42671,"""_My_ overhearings were more to the purpose than _yours_, Eliza,"" said"
42671,"Charlotte. ""Mr. Darcy is not so well worth listening to as his friend,"
42671,"is he?--Poor Eliza!--to be only just _tolerable_."""
42671,
42671,"""I beg you would not put it into Lizzy's head to be vexed by his"
42671,ill-treatment; for he is such a disagreeable man that it would be quite
42671,a misfortune to be liked by him. Mrs. Long told me last night that he
42671,"sat close to her for half an hour without once opening his lips."""
42671,
42671,"""Are you quite sure, Ma'am?--is not there a little mistake?"" said"
42671,"Jane.--""I certainly saw Mr. Darcy speaking to her."""
42671,
42671,"""Aye--because she asked him at last how he liked Netherfield, and he"
42671,could not help answering her;--but she said he seemed very angry at
42671,"being spoke to."""
42671,
42671,"""Miss Bingley told me,"" said Jane, ""that he never speaks much unless"
42671,among his intimate acquaintance. With _them_ he is remarkably
42671,"agreeable."""
42671,
42671,"""I do not believe a word of it, my dear. If he had been so very"
42671,agreeable he would have talked to Mrs. Long. But I can guess how it was;
42671,"every body says that he is ate up with pride, and I dare say he had"
42671,"heard somehow that Mrs. Long does not keep a carriage, and had come to"
42671,"the ball in a hack chaise."""
42671,
42671,"""I do not mind his not talking to Mrs. Long,"" said Miss Lucas, ""but I"
42671,"wish he had danced with Eliza."""
42671,
42671,"""Another time, Lizzy,"" said her mother, ""I would not dance with _him_,"
42671,"if I were you."""
42671,
42671,"""I believe, Ma'am, I may safely promise you _never_ to dance with him."""
42671,
42671,"""His pride,"" said Miss Lucas, ""does not offend _me_ so much as pride"
42671,"often does, because there is an excuse for it. One cannot wonder that so"
42671,"very fine a young man, with family, fortune, every thing in his favour,"
42671,"should think highly of himself. If I may so express it, he has a _right_"
42671,"to be proud."""
42671,
42671,"""That is very true,"" replied Elizabeth, ""and I could easily forgive"
42671,"_his_ pride, if he had not mortified _mine_."""
42671,
42671,"""Pride,"" observed Mary, who piqued herself upon the solidity of her"
42671,"reflections, ""is a very common failing I believe. By all that I have"
42671,"ever read, I am convinced that it is very common indeed, that human"
42671,"nature is particularly prone to it, and that there are very few of us"
42671,who do not cherish a feeling of self-complacency on the score of some
42671,"quality or other, real or imaginary. Vanity and pride are different"
42671,"things, though the words are often used synonimously. A person may be"
42671,proud without being vain. Pride relates more to our opinion of
42671,"ourselves, vanity to what we would have others think of us."""
42671,
42671,"""If I were as rich as Mr. Darcy,"" cried a young Lucas who came with his"
42671,"sisters, ""I should not care how proud I was. I would keep a pack of"
42671,"foxhounds, and drink a bottle of wine every day."""
42671,
42671,"""Then you would drink a great deal more than you ought,"" said Mrs."
42671,"Bennet; ""and if I were to see you at it I should take away your bottle"
42671,"directly."""
42671,
42671,The boy protested that she should not; she continued to declare that she
42671,"would, and the argument ended only with the visit."
42671,
42671,
42671,
42671,
42671,CHAPTER VI.
42671,
42671,
42671,The ladies of Longbourn soon waited on those of Netherfield. The visit
42671,was returned in due form. Miss Bennet's pleasing manners grew on the
42671,good will of Mrs. Hurst and Miss Bingley; and though the mother was
42671,"found to be intolerable and the younger sisters not worth speaking to, a"
42671,"wish of being better acquainted with _them_, was expressed towards the"
42671,two eldest. By Jane this attention was received with the greatest
42671,pleasure; but Elizabeth still saw superciliousness in their treatment of
42671,"every body, hardly excepting even her sister, and could not like them;"
42671,"though their kindness to Jane, such as it was, had a value as arising in"
42671,all probability from the influence of their brother's admiration. It was
42671,"generally evident whenever they met, that he _did_ admire her; and to"
42671,_her_ it was equally evident that Jane was yielding to the preference
42671,"which she had begun to entertain for him from the first, and was in a"
42671,way to be very much in love; but she considered with pleasure that it
